user_id,age,gender,primary_platform,daily_usage_hours,anxiety_score,depression_score,loneliness_score,sleep_quality_score,sleep_hours,mental_wellbeing_score,addiction_level,age_group,sleep_hours_group,addiction_level_tier,loneliness_group
USR00599,36,Male,Instagram,5.8,3.5,4.4,0.9,3.8,5.7,8.1,Low,36-45,<6 jam,1,Tidak Kesepian
USR00600,37,Male,Twitter/X,3.7,5.5,6.3,4.2,4.4,6.7,8.9,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00601,43,Male,TikTok,5.1,5.0,7.8,5.0,6.4,6.3,6.2,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR00602,19,Male,Instagram,2.5,8.4,3.5,5.8,8.5,4.6,7.8,Moderate,18-25,<6 jam,2,Kesepian Sedang
USR00603,17,Female,Facebook,4.7,5.0,5.7,3.1,6.6,7.2,9.2,Low,<18,6-8 jam,1,Kesepian Ringan
USR00604,44,Female,YouTube,1.3,2.6,7.2,5.5,10.0,7.8,7.7,Low,36-45,6-8 jam,1,Kesepian Sedang
USR00605,22,Male,YouTube,4.4,5.2,2.6,5.7,7.5,6.5,7.5,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00606,24,Female,Instagram,4.7,5.0,8.6,5.1,7.9,7.4,5.8,High,18-25,6-8 jam,3,Kesepian Sedang
USR00607,37,Female,TikTok,3.7,4.7,7.0,4.3,4.0,7.0,5.6,High,36-45,6-8 jam,3,Kesepian Ringan
USR00608,25,Female,TikTok,6.1,4.4,1.2,2.0,1.5,8.5,5.7,High,18-25,>8 jam,3,Tidak Kesepian
USR00609,41,Male,YouTube,2.8,3.7,6.8,4.2,4.5,7.0,8.5,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00610,23,Female,Facebook,4.8,4.2,5.3,3.2,2.9,7.8,4.5,High,18-25,6-8 jam,3,Kesepian Ringan
USR00611,21,Male,TikTok,5.7,4.2,5.6,4.7,5.1,6.0,4.9,High,18-25,<6 jam,3,Kesepian Ringan
USR00612,41,Male,TikTok,5.6,4.4,2.7,4.4,5.8,3.5,5.9,High,36-45,<6 jam,3,Kesepian Ringan
USR00613,32,Female,YouTube,4.4,6.2,3.9,3.2,2.4,4.1,5.0,Severe,26-35,<6 jam,4,Kesepian Ringan
USR00614,31,Female,YouTube,8.0,5.8,5.6,5.5,4.2,9.2,5.0,Severe,26-35,>8 jam,4,Kesepian Sedang
USR00615,22,Female,Instagram,6.2,7.7,0.0,5.4,6.0,5.9,4.8,Severe,18-25,<6 jam,4,Kesepian Sedang
USR00616,37,Non-binary,Twitter/X,5.9,8.6,7.9,6.8,8.0,9.1,6.2,High,36-45,>8 jam,3,Kesepian Sedang
USR00617,39,Male,Facebook,3.0,5.0,5.7,3.6,6.4,9.2,9.0,Low,36-45,>8 jam,1,Kesepian Ringan
USR00618,36,Female,Instagram,3.2,6.0,7.8,2.6,0.3,6.5,4.9,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR00619,19,Male,Instagram,3.4,5.6,9.8,1.6,0.0,4.6,5.2,High,18-25,<6 jam,3,Tidak Kesepian
USR00620,29,Female,Twitter/X,8.8,6.6,3.7,4.8,9.4,7.1,5.2,High,26-35,6-8 jam,3,Kesepian Ringan
USR00621,18,Female,Facebook,5.3,3.1,0.0,7.2,5.6,7.9,4.8,High,<18,6-8 jam,3,Kesepian Sedang
USR00622,31,Female,TikTok,2.9,7.6,4.7,3.3,8.8,8.0,3.2,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR00623,38,Female,YouTube,6.3,4.7,6.9,1.4,7.1,7.1,7.4,Moderate,36-45,6-8 jam,2,Tidak Kesepian
USR00624,29,Female,TikTok,6.8,3.2,3.3,3.3,7.7,4.5,5.8,High,26-35,<6 jam,3,Kesepian Ringan
USR00625,43,Male,Twitter/X,3.3,1.4,1.0,6.7,3.7,4.8,7.0,Low,36-45,<6 jam,1,Kesepian Sedang
USR00626,27,Female,YouTube,4.9,2.0,3.1,7.1,7.8,5.0,7.2,Low,26-35,<6 jam,1,Kesepian Sedang
USR00627,19,Female,YouTube,9.8,5.7,4.2,3.6,5.4,5.2,6.6,High,18-25,<6 jam,3,Kesepian Ringan
USR00628,31,Female,TikTok,4.6,4.7,0.4,3.4,5.7,6.8,6.6,High,26-35,6-8 jam,3,Kesepian Ringan
USR00629,23,Non-binary,Snapchat,5.3,7.6,4.3,3.6,7.3,5.8,6.8,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR00630,41,Male,TikTok,11.1,6.9,3.5,3.9,3.4,8.1,2.7,Severe,36-45,>8 jam,4,Kesepian Ringan
USR00631,36,Male,Instagram,4.5,6.2,2.8,3.1,6.5,7.2,5.5,High,36-45,6-8 jam,3,Kesepian Ringan
USR00632,42,Female,Instagram,2.0,3.2,2.0,4.2,3.8,8.6,5.6,Severe,36-45,>8 jam,4,Kesepian Ringan
USR00633,15,Male,Instagram,2.5,3.5,4.7,3.8,1.9,7.4,6.5,Moderate,<18,6-8 jam,2,Kesepian Ringan
USR00634,43,Female,TikTok,4.8,6.5,7.7,1.8,4.0,5.7,5.3,Severe,36-45,<6 jam,4,Tidak Kesepian
USR00635,22,Male,YouTube,6.2,7.7,2.6,1.5,3.6,5.7,5.1,High,18-25,<6 jam,3,Tidak Kesepian
USR00636,26,Male,Twitter/X,2.6,2.3,2.1,1.1,4.4,4.3,7.2,Low,26-35,<6 jam,1,Tidak Kesepian
USR00637,41,Female,Twitter/X,0.5,8.8,7.5,5.3,5.8,8.4,5.5,High,36-45,>8 jam,3,Kesepian Sedang
USR00638,20,Male,Twitter/X,5.7,3.4,1.6,3.5,4.2,8.6,5.5,High,18-25,>8 jam,3,Kesepian Ringan
USR00639,27,Male,Instagram,4.0,6.2,5.1,4.2,4.1,8.3,4.7,Severe,26-35,>8 jam,4,Kesepian Ringan
USR00640,16,Male,Instagram,3.3,3.9,5.4,0.3,4.2,5.2,6.9,Moderate,<18,<6 jam,2,Tidak Kesepian
USR00641,36,Non-binary,Instagram,2.6,8.5,5.3,5.4,6.3,6.1,8.1,Low,36-45,6-8 jam,1,Kesepian Sedang
USR00642,40,Female,YouTube,6.9,5.4,5.5,5.0,4.6,7.9,7.5,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00643,35,Female,Instagram,4.1,5.2,4.9,6.1,8.9,6.2,7.0,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00644,32,Female,Instagram,1.7,0.2,2.1,5.8,3.0,7.5,8.2,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00645,40,Non-binary,YouTube,2.4,5.1,6.1,6.9,8.3,5.2,8.5,Low,36-45,<6 jam,1,Kesepian Sedang
USR00646,37,Male,YouTube,3.5,2.3,4.6,5.9,3.4,5.1,7.2,Low,36-45,<6 jam,1,Kesepian Sedang
USR00647,41,Female,TikTok,1.4,5.1,9.7,7.0,2.2,8.7,6.7,Moderate,36-45,>8 jam,2,Kesepian Sedang
USR00648,36,Male,TikTok,3.4,3.4,3.6,3.1,5.1,5.7,7.5,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00649,21,Female,Twitter/X,6.9,4.6,0.0,5.5,10.0,7.3,6.9,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00650,26,Male,Twitter/X,6.3,6.3,5.3,0.5,3.7,7.2,4.8,Severe,26-35,6-8 jam,4,Tidak Kesepian
USR00651,39,Male,TikTok,6.6,3.3,5.7,6.7,5.4,7.3,5.8,High,36-45,6-8 jam,3,Kesepian Sedang
USR00652,20,Non-binary,YouTube,6.6,3.5,0.0,3.1,7.1,8.1,6.5,Moderate,18-25,>8 jam,2,Kesepian Ringan
USR00653,40,Male,YouTube,4.8,3.7,4.0,5.1,4.6,7.3,7.2,Low,36-45,6-8 jam,1,Kesepian Sedang
USR00654,19,Non-binary,Twitter/X,5.3,4.1,7.9,7.7,5.3,7.2,4.9,Severe,18-25,6-8 jam,4,Sangat Kesepian
USR00655,44,Female,YouTube,0.8,4.8,5.3,3.4,5.6,5.3,6.7,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00656,37,Female,Twitter/X,6.1,5.8,7.2,4.6,4.7,8.8,9.1,Low,36-45,>8 jam,1,Kesepian Ringan
USR00657,15,Female,Instagram,5.8,0.5,2.3,7.8,7.1,8.6,4.5,Severe,<18,>8 jam,4,Sangat Kesepian
USR00658,37,Non-binary,TikTok,5.0,7.5,5.8,4.6,6.7,6.2,5.1,High,36-45,6-8 jam,3,Kesepian Ringan
USR00659,17,Male,Facebook,5.0,6.6,5.9,6.5,6.3,6.5,7.0,Moderate,<18,6-8 jam,2,Kesepian Sedang
USR00660,25,Non-binary,Instagram,2.2,6.0,7.8,5.5,1.9,7.2,7.0,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00661,28,Male,TikTok,3.5,6.3,2.2,6.0,6.2,6.0,4.9,Severe,26-35,,4,Kesepian Sedang
USR00662,18,Male,YouTube,1.1,7.5,4.3,1.9,1.4,4.7,8.0,Low,<18,<6 jam,1,Tidak Kesepian
USR00663,16,Non-binary,YouTube,3.5,7.0,2.6,3.8,6.0,7.7,5.8,High,<18,6-8 jam,3,Kesepian Ringan
USR00664,21,Male,Twitter/X,3.9,3.2,0.7,1.1,6.5,8.2,9.3,Low,18-25,>8 jam,1,Tidak Kesepian
USR00665,22,Female,Snapchat,3.1,6.7,4.4,2.2,7.2,4.9,6.1,High,18-25,<6 jam,3,Tidak Kesepian
USR00666,31,Female,TikTok,7.0,0.2,7.9,3.7,5.8,6.8,6.0,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00667,31,Male,Twitter/X,2.7,2.2,6.3,5.6,4.6,4.4,5.7,High,26-35,<6 jam,3,Kesepian Sedang
USR00668,19,Female,Instagram,5.2,4.1,3.1,0.1,3.5,7.9,7.0,Low,18-25,6-8 jam,1,Tidak Kesepian
USR00669,38,Female,Instagram,4.9,5.0,1.5,2.6,5.7,7.1,7.6,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR00670,15,Female,TikTok,4.1,5.8,5.8,3.2,6.6,8.0,6.3,Moderate,<18,6-8 jam,2,Kesepian Ringan
USR00671,33,Male,Instagram,5.7,4.7,10.0,6.9,4.1,4.9,5.5,High,26-35,<6 jam,3,Kesepian Sedang
USR00672,24,Female,YouTube,5.3,0.8,2.1,0.0,4.6,6.9,8.6,Low,18-25,6-8 jam,1,
USR00673,21,Female,Facebook,3.7,5.1,8.6,2.9,5.2,8.0,5.4,High,18-25,6-8 jam,3,Kesepian Ringan
USR00674,32,Male,TikTok,7.3,2.1,2.3,5.1,1.7,7.9,7.0,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00675,17,Non-binary,Instagram,4.2,6.2,7.9,0.0,2.0,4.6,5.6,High,<18,<6 jam,3,
USR00676,29,Male,YouTube,5.8,9.0,1.4,2.3,2.2,7.2,5.3,Severe,26-35,6-8 jam,4,Tidak Kesepian
USR00677,29,Male,Twitter/X,2.3,2.6,5.1,3.7,5.8,7.0,6.4,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00678,17,Non-binary,Twitter/X,2.5,2.5,4.8,4.8,6.2,7.2,8.8,Low,<18,6-8 jam,1,Kesepian Ringan
USR00679,23,Non-binary,YouTube,4.9,8.0,6.1,5.8,4.0,7.0,5.9,High,18-25,6-8 jam,3,Kesepian Sedang
USR00680,28,Male,Twitter/X,9.4,6.2,4.5,2.7,5.0,7.0,6.0,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00681,43,Female,TikTok,1.8,3.3,4.7,5.3,5.1,4.3,5.1,Severe,36-45,<6 jam,4,Kesepian Sedang
USR00682,24,Non-binary,Twitter/X,2.0,4.2,3.0,4.5,5.3,7.7,8.3,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00683,41,Female,Instagram,2.9,4.7,8.1,0.3,7.9,5.6,8.8,Low,36-45,<6 jam,1,Tidak Kesepian
USR00684,22,Male,TikTok,3.6,6.9,4.4,4.7,4.1,7.6,7.5,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00685,33,Male,Snapchat,4.6,9.9,5.5,3.0,7.4,5.5,5.6,Severe,26-35,<6 jam,4,Kesepian Ringan
USR00686,35,Female,TikTok,6.7,10.0,6.1,4.0,6.8,4.7,7.2,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR00687,38,Male,Instagram,4.1,10.0,4.0,4.9,3.7,6.1,8.1,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00688,38,Male,TikTok,4.4,2.4,5.0,5.3,6.5,7.2,5.9,Moderate,36-45,,2,Kesepian Sedang
USR00689,43,Male,TikTok,4.6,6.3,2.4,0.0,6.2,8.3,6.2,High,36-45,>8 jam,3,
USR00690,43,Male,YouTube,3.3,2.3,2.1,1.0,5.0,6.2,5.0,Severe,36-45,6-8 jam,4,Tidak Kesepian
USR00691,42,Male,TikTok,3.5,3.3,3.1,6.6,4.8,5.0,8.2,Low,36-45,<6 jam,1,Kesepian Sedang
USR00692,40,Male,TikTok,5.6,7.4,4.1,4.1,3.2,9.8,6.0,High,36-45,>8 jam,3,Kesepian Ringan
USR00693,30,Male,YouTube,4.9,8.7,3.7,5.0,8.8,7.0,7.6,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00694,28,Non-binary,Twitter/X,7.3,8.5,7.2,9.2,8.5,5.7,6.1,Moderate,26-35,<6 jam,2,Sangat Kesepian
USR00695,16,Male,Snapchat,5.8,5.3,2.1,4.3,6.1,3.3,6.0,High,<18,<6 jam,3,Kesepian Ringan
USR00696,15,Male,Instagram,4.3,6.7,3.9,5.1,3.2,6.4,5.9,High,<18,,3,Kesepian Sedang
USR00697,16,Female,TikTok,2.1,5.4,1.6,5.9,4.3,9.6,5.9,High,<18,>8 jam,3,Kesepian Sedang
USR00698,39,Female,TikTok,2.9,6.3,3.6,5.4,3.8,7.7,6.3,Moderate,36-45,6-8 jam,2,Kesepian Sedang
USR00699,22,Male,YouTube,5.3,9.9,5.2,2.8,5.9,7.4,7.6,Low,18-25,,1,Kesepian Ringan
USR00700,41,Female,Instagram,5.2,3.0,5.2,4.9,3.6,7.2,4.9,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR00701,19,Male,YouTube,8.0,3.8,3.6,5.8,6.6,6.3,7.4,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00702,25,Non-binary,Instagram,3.2,4.2,3.8,4.4,9.5,5.5,6.4,High,18-25,<6 jam,3,Kesepian Ringan
USR00703,30,Male,TikTok,5.9,2.0,3.7,4.3,5.7,7.7,7.3,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00704,37,Female,TikTok,4.4,3.8,5.3,2.8,5.0,7.2,6.2,High,36-45,6-8 jam,3,Kesepian Ringan
USR00705,26,Female,Twitter/X,0.5,1.4,3.9,5.6,5.4,5.5,7.6,Low,26-35,<6 jam,1,Kesepian Sedang
USR00706,16,Female,Facebook,2.1,6.8,5.7,5.3,5.8,5.0,7.2,Moderate,<18,<6 jam,2,Kesepian Sedang
USR00707,35,Male,Instagram,5.1,5.0,9.7,5.0,0.8,7.6,7.2,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00708,23,Male,Twitter/X,3.8,3.8,10.0,3.8,4.2,7.2,6.3,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR00709,38,Male,Facebook,3.1,4.0,0.5,6.1,5.1,8.0,6.6,High,36-45,6-8 jam,3,Kesepian Sedang
USR00710,29,Female,Facebook,6.9,4.9,3.0,4.2,5.5,8.8,5.8,High,26-35,>8 jam,3,Kesepian Ringan
USR00711,34,Male,Instagram,4.1,7.4,4.6,2.4,6.6,6.2,4.8,Severe,26-35,6-8 jam,4,Tidak Kesepian
USR00712,44,Female,YouTube,5.2,7.1,10.0,4.8,7.6,6.1,8.2,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00713,42,Female,YouTube,4.4,4.6,2.8,7.0,5.4,6.2,7.0,Low,36-45,6-8 jam,1,Kesepian Sedang
USR00714,18,Female,Instagram,3.6,2.9,3.8,3.8,4.7,6.0,6.8,Moderate,<18,,2,Kesepian Ringan
USR00715,29,Non-binary,TikTok,5.9,7.3,5.6,6.5,4.2,5.8,5.9,High,26-35,<6 jam,3,Kesepian Sedang
USR00716,37,Female,TikTok,2.4,7.5,3.9,7.5,4.6,6.9,5.2,High,36-45,6-8 jam,3,Kesepian Sedang
USR00717,35,Male,YouTube,1.8,6.6,5.7,6.0,4.8,6.3,6.6,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00718,40,Female,TikTok,6.9,5.9,4.4,4.2,5.8,6.3,5.7,High,36-45,6-8 jam,3,Kesepian Ringan
USR00719,36,Female,Twitter/X,7.3,4.9,4.5,3.4,7.1,5.0,6.4,High,36-45,<6 jam,3,Kesepian Ringan
USR00720,44,Male,Instagram,6.1,6.0,3.8,5.3,3.9,5.4,5.9,High,36-45,<6 jam,3,Kesepian Sedang
USR00721,38,Male,YouTube,3.0,5.2,6.6,1.5,3.6,7.3,5.4,Severe,36-45,6-8 jam,4,Tidak Kesepian
USR00722,40,Female,TikTok,3.8,4.2,1.7,3.1,5.7,7.4,6.9,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR00723,29,Male,Facebook,2.6,3.1,4.5,4.5,6.4,4.8,6.7,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR00724,25,Female,TikTok,2.6,3.9,5.3,5.7,3.7,6.8,6.5,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00725,27,Non-binary,YouTube,4.8,4.7,5.2,2.9,6.1,6.8,7.5,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00726,40,Female,Facebook,3.5,1.4,5.1,8.5,5.1,4.4,5.8,High,36-45,<6 jam,3,Sangat Kesepian
USR00727,29,Female,Twitter/X,7.0,5.1,2.5,2.9,7.3,8.4,8.7,Low,26-35,>8 jam,1,Kesepian Ringan
USR00728,28,Male,Instagram,1.2,4.5,0.1,3.0,4.4,7.0,5.6,High,26-35,6-8 jam,3,Kesepian Ringan
USR00729,38,Male,Instagram,3.4,5.4,0.9,3.6,5.5,5.9,6.5,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00730,21,Male,YouTube,2.0,2.7,6.7,4.7,5.9,4.1,8.1,Low,18-25,<6 jam,1,Kesepian Ringan
USR00731,40,Female,Instagram,1.8,5.5,6.0,5.0,6.7,7.1,9.2,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00732,39,Male,YouTube,8.5,4.3,5.6,0.3,4.0,6.1,5.0,High,36-45,6-8 jam,3,Tidak Kesepian
USR00733,42,Male,YouTube,7.9,2.2,0.0,3.1,4.9,8.9,4.8,Severe,36-45,>8 jam,4,Kesepian Ringan
USR00734,39,Non-binary,YouTube,5.4,2.0,3.2,2.2,5.2,5.2,6.1,High,36-45,<6 jam,3,Tidak Kesepian
USR00735,37,Male,Twitter/X,5.6,3.4,4.0,3.3,6.5,8.5,4.2,Severe,36-45,>8 jam,4,Kesepian Ringan
USR00736,42,Male,Twitter/X,5.8,1.5,4.3,0.7,6.9,7.8,8.3,Low,36-45,,1,Tidak Kesepian
USR00737,17,Female,TikTok,4.6,5.9,8.0,4.2,5.3,7.1,4.4,Severe,<18,6-8 jam,4,Kesepian Ringan
USR00738,33,Female,Instagram,0.5,5.0,1.6,7.9,4.6,4.9,6.4,Moderate,26-35,<6 jam,2,Sangat Kesepian
USR00739,33,Female,Twitter/X,0.5,5.4,6.1,5.9,7.7,7.7,6.8,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00740,26,Male,YouTube,5.7,1.8,4.6,7.1,6.2,5.9,7.6,Low,26-35,<6 jam,1,Kesepian Sedang
USR00741,20,Female,TikTok,0.5,3.8,2.2,10.0,8.9,3.8,6.5,Moderate,18-25,<6 jam,2,Sangat Kesepian
USR00742,32,Male,TikTok,7.5,4.0,2.8,5.1,4.6,6.1,4.4,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR00743,35,Female,Instagram,6.2,8.8,5.7,1.6,2.9,7.3,3.1,Severe,26-35,6-8 jam,4,Tidak Kesepian
USR00744,32,Non-binary,Instagram,5.1,5.5,3.8,5.3,2.6,5.3,3.2,Severe,26-35,<6 jam,4,Kesepian Sedang
USR00745,19,Male,YouTube,5.3,5.7,8.1,2.5,1.7,6.2,6.4,Moderate,18-25,6-8 jam,2,Tidak Kesepian
USR00746,40,Female,YouTube,6.0,2.0,4.1,3.1,2.9,5.5,5.1,High,36-45,<6 jam,3,Kesepian Ringan
USR00747,44,Female,YouTube,3.2,5.3,3.1,6.4,6.3,5.6,6.4,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR00748,26,Female,TikTok,8.4,8.6,6.3,0.7,3.8,5.9,5.4,Severe,26-35,<6 jam,4,Tidak Kesepian
USR00749,20,Male,YouTube,3.9,4.7,2.0,4.2,5.1,8.4,6.6,Moderate,18-25,>8 jam,2,Kesepian Ringan
USR00750,41,Male,Snapchat,2.5,5.3,8.0,1.7,10.0,9.0,8.2,Low,36-45,>8 jam,1,Tidak Kesepian
USR00751,18,Female,Instagram,8.4,2.3,5.0,3.7,5.0,8.2,6.5,Moderate,<18,>8 jam,2,Kesepian Ringan
USR00752,28,Male,TikTok,4.8,4.2,7.5,4.0,5.8,6.9,6.9,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00753,20,Female,YouTube,5.2,8.9,6.4,1.8,6.9,6.0,4.0,Severe,18-25,,4,Tidak Kesepian
USR00754,39,Female,YouTube,7.0,3.7,3.3,5.3,4.9,5.1,3.4,Severe,36-45,<6 jam,4,Kesepian Sedang
USR00755,22,Male,Instagram,9.2,2.4,3.2,5.0,5.8,6.3,6.4,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR00756,15,Female,Instagram,4.4,8.0,3.2,2.8,6.4,7.1,6.8,Low,<18,6-8 jam,1,Kesepian Ringan
USR00757,25,Male,Instagram,4.7,1.9,3.3,7.0,3.7,6.8,5.5,High,18-25,,3,Kesepian Sedang
USR00758,27,Female,Facebook,1.5,5.3,3.7,5.1,7.7,6.5,7.2,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00759,39,Female,TikTok,4.8,5.6,1.9,3.9,5.9,4.6,6.3,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00760,30,Male,TikTok,8.1,3.7,5.6,6.9,4.1,7.5,6.2,High,26-35,6-8 jam,3,Kesepian Sedang
USR00761,43,Female,TikTok,2.8,7.8,5.3,5.2,8.8,8.7,5.8,Severe,36-45,>8 jam,4,Kesepian Sedang
USR00762,36,Female,TikTok,2.5,0.0,5.2,7.7,8.1,3.5,7.2,Moderate,36-45,<6 jam,2,Sangat Kesepian
USR00763,19,Male,Instagram,0.8,7.7,7.6,4.9,7.4,7.0,7.4,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00764,27,Male,Instagram,1.7,9.7,1.6,2.1,5.8,6.8,8.7,Low,26-35,6-8 jam,1,Tidak Kesepian
USR00765,28,Male,Snapchat,1.6,4.8,2.2,2.1,7.5,5.2,6.8,Moderate,26-35,<6 jam,2,Tidak Kesepian
USR00766,15,Non-binary,Instagram,4.5,6.0,0.8,3.1,2.6,6.4,4.4,Severe,<18,6-8 jam,4,Kesepian Ringan
USR00767,35,Female,Twitter/X,5.1,2.7,4.4,5.1,3.1,5.9,7.0,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR00768,38,Non-binary,YouTube,0.5,6.6,3.0,5.2,6.9,5.4,7.7,Low,36-45,<6 jam,1,Kesepian Sedang
USR00769,41,Female,Instagram,5.4,6.3,3.6,9.8,2.5,5.3,3.1,Severe,36-45,<6 jam,4,Sangat Kesepian
USR00770,15,Female,Instagram,7.3,5.2,0.9,5.0,2.1,5.0,9.5,Low,<18,<6 jam,1,Kesepian Ringan
USR00771,37,Male,Facebook,6.3,2.0,6.5,7.2,5.1,7.2,7.2,Moderate,36-45,6-8 jam,2,Kesepian Sedang
USR00772,26,Female,Instagram,2.8,5.1,3.6,4.9,6.1,5.9,6.1,High,26-35,<6 jam,3,Kesepian Ringan
USR00773,26,Male,Instagram,6.2,5.6,4.8,5.7,5.7,7.8,3.7,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR00774,16,Female,Instagram,3.4,3.2,3.9,4.4,2.1,6.2,3.9,Severe,<18,6-8 jam,4,Kesepian Ringan
USR00775,15,Female,Instagram,2.1,4.2,5.1,4.7,5.4,5.8,5.5,High,<18,<6 jam,3,Kesepian Ringan
USR00776,22,Female,Twitter/X,1.4,5.1,5.3,5.9,3.5,6.7,7.0,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00777,21,Male,Instagram,1.3,6.0,3.9,6.2,2.2,6.3,6.5,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00778,31,Female,Twitter/X,3.8,3.7,10.0,4.6,5.0,6.7,7.0,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00779,18,Female,Instagram,5.8,2.9,3.8,2.1,7.4,8.0,9.3,Low,<18,6-8 jam,1,Tidak Kesepian
USR00780,21,Female,Instagram,0.6,4.7,2.9,3.1,2.5,6.3,7.6,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR00781,38,Male,YouTube,0.5,3.3,6.6,1.4,6.2,7.6,8.0,Low,36-45,6-8 jam,1,Tidak Kesepian
USR00782,19,Male,Twitter/X,7.0,4.4,4.6,6.1,5.4,6.5,6.1,High,18-25,6-8 jam,3,Kesepian Sedang
USR00783,42,Female,YouTube,2.4,5.1,2.7,4.9,5.4,7.8,4.5,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR00784,23,Female,Instagram,9.3,6.7,4.4,3.7,5.6,5.2,6.7,High,18-25,<6 jam,3,Kesepian Ringan
USR00785,41,Male,TikTok,5.3,1.7,1.8,2.5,4.4,7.8,5.6,Severe,36-45,6-8 jam,4,Tidak Kesepian
USR00786,29,Male,Instagram,5.9,3.0,2.9,5.0,8.6,5.5,6.8,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR00787,38,Non-binary,Instagram,6.5,3.4,3.6,3.6,7.4,7.9,7.5,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00788,24,Male,TikTok,6.7,1.1,3.1,7.8,9.7,4.7,5.1,Severe,18-25,<6 jam,4,Sangat Kesepian
USR00789,37,Female,Instagram,0.8,3.7,3.3,2.6,2.8,3.7,6.7,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00790,34,Male,Facebook,3.9,8.1,4.2,2.1,3.4,8.5,7.2,Moderate,26-35,>8 jam,2,Tidak Kesepian
USR00791,41,Male,Snapchat,7.4,6.0,4.1,6.0,4.8,5.5,7.1,Moderate,36-45,<6 jam,2,Kesepian Sedang
USR00792,42,Male,TikTok,1.2,4.5,5.1,4.4,4.2,5.9,7.6,Low,36-45,<6 jam,1,Kesepian Ringan
USR00793,40,Male,Snapchat,5.4,6.6,4.1,1.1,6.3,8.7,7.2,Low,36-45,>8 jam,1,Tidak Kesepian
USR00794,17,Male,TikTok,5.2,4.8,0.5,2.7,5.2,9.4,7.3,Moderate,<18,>8 jam,2,Kesepian Ringan
USR00795,36,Female,Instagram,8.7,8.0,0.7,1.5,3.8,5.7,5.2,Severe,36-45,<6 jam,4,Tidak Kesepian
USR00796,27,Female,Facebook,7.3,1.9,7.8,7.2,7.4,10.0,6.4,Moderate,26-35,>8 jam,2,Kesepian Sedang
USR00797,35,Male,TikTok,3.6,3.6,2.2,6.0,7.5,7.1,6.9,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00798,25,Female,Twitter/X,1.4,5.2,6.5,3.8,3.8,5.9,7.1,Low,18-25,<6 jam,1,Kesepian Ringan
